Year,BuildingType,Target,BuildingTypeShorthand,Unit,ConstructionMethod
2036,Retail - Landlord areas (c),67.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - Landlord areas (c),64.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - Landlord areas (c),61.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - Landlord areas (c),58.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - Landlord areas (c),55.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - Landlord areas (c),55.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2025,Retail - warehouse,155.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - warehouse,148.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - warehouse,141.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - warehouse,134.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - warehouse,127.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - warehouse,120.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - warehouse,113.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - warehouse,106.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - warehouse,99.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - warehouse,92.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - warehouse,85.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2036,Retail - warehouse,78.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - warehouse,71.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - warehouse,64.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - warehouse,57.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-stepped
2025,School - Early years,120.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2026,School - Early years,117.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2027,School - Early years,114.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2028,School - Early years,110.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2029,School - Early years,107.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2030,School - Early years,104.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2031,School - Early years,100.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2032,School - Early years,97.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2033,School - Early years,94.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2034,School - Early years,90.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2035,School - Early years,87.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2036,School - Early years,84.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2037,School - Early years,80.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2038,School - Early years,77.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2039,School - Early years,74.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2040,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2050,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-stepped
2025,School - Primary,110.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2026,School - Primary,107.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2027,School - Primary,104.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2028,School - Primary,101.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2029,School - Primary,98.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2030,School - Primary,95.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2031,School - Primary,92.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2032,School - Primary,89.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2033,School - Primary,86.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2034,School - Primary,83.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2035,School - Primary,80.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2036,School - Primary,77.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2037,School - Primary,74.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2038,School - Primary,71.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2039,School - Primary,68.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2040,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2050,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-stepped
2025,School - Secondary or SEN,110.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2026,School - Secondary or SEN,108.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2027,School - Secondary or SEN,105.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2028,School - Secondary or SEN,102.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2029,School - Secondary or SEN,100.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2030,School - Secondary or SEN,97.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2031,School - Secondary or SEN,94.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2032,School - Secondary or SEN,92.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2033,School - Secondary or SEN,89.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2034,School - Secondary or SEN,86.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2035,School - Secondary or SEN,84.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2036,School - Secondary or SEN,81.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2037,School - Secondary or SEN,78.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2038,School - Secondary or SEN,76.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2039,School - Secondary or SEN,73.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2040,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2050,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-stepped
2025,Science and Technology,560.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2026,Science and Technology,537.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2027,Science and Technology,514.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2028,Science and Technology,491.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2029,Science and Technology,468.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2030,Science and Technology,445.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2031,Science and Technology,422.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2032,Science and Technology,399.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2033,Science and Technology,376.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2034,Science and Technology,353.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2035,Science and Technology,330.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2036,Science and Technology,307.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2037,Science and Technology,284.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2038,Science and Technology,261.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2039,Science and Technology,238.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2040,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2050,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-stepped
2025,Sport & Leisure - Dry,300.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2026,Sport & Leisure - Dry,290.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2027,Sport & Leisure - Dry,280.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2028,Sport & Leisure - Dry,270.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2029,Sport & Leisure - Dry,260.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2030,Sport & Leisure - Dry,250.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2031,Sport & Leisure - Dry,240.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2032,Sport & Leisure - Dry,230.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2033,Sport & Leisure - Dry,220.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2034,Sport & Leisure - Dry,210.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2035,Sport & Leisure - Dry,200.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2036,Sport & Leisure - Dry,190.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2037,Sport & Leisure - Dry,180.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2038,Sport & Leisure - Dry,170.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2039,Sport & Leisure - Dry,160.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2040,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2050,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-stepped
2025,Sport & Leisure - Wet,650.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2026,Sport & Leisure - Wet,630.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2027,Sport & Leisure - Wet,610.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2028,Sport & Leisure - Wet,590.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2029,Sport & Leisure - Wet,570.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2030,Sport & Leisure - Wet,550.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2031,Sport & Leisure - Wet,530.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2032,Sport & Leisure - Wet,510.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2033,Sport & Leisure - Wet,490.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2034,Sport & Leisure - Wet,470.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2035,Sport & Leisure - Wet,450.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2036,Sport & Leisure - Wet,430.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2037,Sport & Leisure - Wet,410.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2038,Sport & Leisure - Wet,390.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2039,Sport & Leisure - Wet,370.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2040,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2050,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-stepped
2025,Sport & Leisure - Fitness,400.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2026,Sport & Leisure - Fitness,387.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2027,Sport & Leisure - Fitness,374.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2028,Sport & Leisure - Fitness,360.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2029,Sport & Leisure - Fitness,347.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2030,Sport & Leisure - Fitness,334.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2031,Sport & Leisure - Fitness,320.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2032,Sport & Leisure - Fitness,307.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2033,Sport & Leisure - Fitness,294.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2034,Sport & Leisure - Fitness,280.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2035,Sport & Leisure - Fitness,267.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2036,Sport & Leisure - Fitness,254.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2037,Sport & Leisure - Fitness,240.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2038,Sport & Leisure - Fitness,227.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2039,Sport & Leisure - Fitness,214.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2040,Sport & Leisure - Fitness,200.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2050,Sport & Leisure - Fitness,200.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-stepped
2025,Storage & Distribution - Unconditioned,70.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2026,Storage & Distribution - Unconditioned,67.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2027,Storage & Distribution - Unconditioned,64.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2028,Storage & Distribution - Unconditioned,60.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2029,Storage & Distribution - Unconditioned,57.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2030,Storage & Distribution - Unconditioned,54.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2031,Storage & Distribution - Unconditioned,50.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2032,Storage & Distribution - Unconditioned,47.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2033,Storage & Distribution - Unconditioned,44.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2034,Storage & Distribution - Unconditioned,40.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2035,Storage & Distribution - Unconditioned,37.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2036,Storage & Distribution - Unconditioned,34.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2037,Storage & Distribution - Unconditioned,30.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2038,Storage & Distribution - Unconditioned,27.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2039,Storage & Distribution - Unconditioned,24.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2040,Storage & Distribution - Unconditioned,20.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2050,Storage & Distribution - Unconditioned,20.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-stepped
2025,Storage & Distribution - Conditioned,155.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2026,Storage & Distribution - Conditioned,148.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2027,Storage & Distribution - Conditioned,141.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2028,Storage & Distribution - Conditioned,134.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2029,Storage & Distribution - Conditioned,127.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2030,Storage & Distribution - Conditioned,120.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2031,Storage & Distribution - Conditioned,113.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2032,Storage & Distribution - Conditioned,106.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2033,Storage & Distribution - Conditioned,99.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2034,Storage & Distribution - Conditioned,92.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2035,Storage & Distribution - Conditioned,85.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2036,Storage & Distribution - Conditioned,78.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2037,Storage & Distribution - Conditioned,71.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2038,Storage & Distribution - Conditioned,64.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2039,Storage & Distribution - Conditioned,57.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2040,Storage & Distribution - Conditioned,50.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2050,Storage & Distribution - Conditioned,50.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-stepped
2025,Storage & Distribution - Cold Store,300.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2026,Storage & Distribution - Cold Store,286.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2027,Storage & Distribution - Cold Store,272.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2028,Storage & Distribution - Cold Store,257.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2029,Storage & Distribution - Cold Store,243.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2030,Storage & Distribution - Cold Store,229.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2031,Storage & Distribution - Cold Store,214.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2032,Storage & Distribution - Cold Store,200.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2033,Storage & Distribution - Cold Store,186.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2034,Storage & Distribution - Cold Store,171.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2035,Storage & Distribution - Cold Store,157.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2036,Storage & Distribution - Cold Store,143.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2037,Storage & Distribution - Cold Store,128.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2038,Storage & Distribution - Cold Store,114.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2039,Storage & Distribution - Cold Store,100.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2040,Storage & Distribution - Cold Store,85.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
2050,Storage & Distribution - Cold Store,85.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-stepped
